ToolName	SP	SP_NAME
П-30.900ЭР (86) изм2023.05.xlsx	00.01.02.01.16	Подшипник роликовый
П-30.900ЭР (86) изм2023.05.xlsx	86.03.00.14.00	Пластина фиксирующая
П-30.900ЭР (86) изм2023.05.xlsx	66.03.00.03.00	Манжета
П-30.900ЭР (86) изм2023.05.xlsx	00.02.04.01.01	Винт
П-30.900ЭР (86) изм2023.05.xlsx	86.01.02.01.24	Втулка специальная
П-30.900ЭР (86) изм2023.05.xlsx	68.05.01.00.00	Переключатель режимов в сборе
П-30.900ЭР (86) изм2023.05.xlsx	68.05.01.02.00	Кнопка
П-30.900ЭР (86) изм2023.05.xlsx	68.05.01.03.00	Пружина
П-30.900ЭР (86) изм2023.05.xlsx	100.05.01.01.00	Кольцо резиновое
П-30.900ЭР (86) изм2023.05.xlsx	68.05.01.04.00	Ручка переключателя
П-30.900ЭР (86) изм2023.05.xlsx	325.03.03.00.00	Ствол с ударным механизмом в сборе
П-30.900ЭР (86) изм2023.05.xlsx	86.03.01.01.01	Кольцо 
П-30.900ЭР (86) изм2023.05.xlsx	86.03.01.02.00	Шайба 
П-30.900ЭР (86) изм2023.05.xlsx	86.03.00.03.00	Пружина
П-30.900ЭР (86) изм2023.05.xlsx	86.03.01.04.00	Колесо зубчатое
П-30.900ЭР (86) изм2023.05.xlsx	325.03.03.03.00	Втулка кулачковая
П-30.900ЭР (86) изм2023.05.xlsx	86.03.01.01.00	Кольцо запорное
П-30.900ЭР (86) изм2023.05.xlsx	325.03.03.04.00	Ствол
П-30.900ЭР (86) изм2023.05.xlsx	00.02.11.03.02	Ролик игольчатый
П-30.900ЭР (86) изм2023.05.xlsx	86.03.00.09.00	Манжета
П-30.900ЭР (86) изм2023.05.xlsx	86.03.00.10.00	Втулка
П-30.900ЭР (86) изм2023.05.xlsx	86.03.00.11.00	Проммасса
П-30.900ЭР (86) изм2023.05.xlsx	86.03.01.08.00	Корпус ловителя
П-30.900ЭР (86) изм2023.05.xlsx	86.03.01.09.00	Амортизатор
П-30.900ЭР (86) изм2023.05.xlsx	86.03.01.10.00	Ловитель бойка
П-30.900ЭР (86) изм2023.05.xlsx	86.03.01.11.00	Крышка ловителя
П-30.900ЭР (86) изм2023.05.xlsx	68.03.01.12.00	Кольцо стопорное
П-30.900ЭР (86) изм2023.05.xlsx	86.04.00.00.00	Поршень с бойком в сборе
П-30.900ЭР (86) изм2023.05.xlsx	86.03.01.15.00	Боёк
П-30.900ЭР (86) изм2023.05.xlsx	86.03.00.16.00	Кольцо уплотнительное
П-30.900ЭР (86) изм2023.05.xlsx	86.03.00.17.00	Поршень
П-30.900ЭР (86) изм2023.05.xlsx	68.03.00.18.00	Палец
П-30.900ЭР (86) изм2023.05.xlsx	100.03.00.16.00	Прокладка U-образная
П-30.900ЭР (86) изм2023.05.xlsx	160.03.03.01.01	Кольцо резиновое
П-30.900ЭР (86) изм2023.05.xlsx	68.03.00.20.00	Скоба
П-30.900ЭР (86) изм2023.05.xlsx	86.03.04.00.00	Промщит в сборе
П-30.900ЭР (86) изм2023.05.xlsx	86.03.02.01.00	Подшипник скольжения
П-30.900ЭР (86) изм2023.05.xlsx	68.03.02.05.00	Втулка опорная
П-30.900ЭР (86) изм2023.05.xlsx	86.03.05.03.00	Промщит
П-30.900ЭР (86) изм2023.05.xlsx	68.03.03.05.00	Сальник
П-30.900ЭР (86) изм2023.05.xlsx	68.03.02.04.00	Кольцо уплотнительное
П-30.900ЭР (86) изм2023.05.xlsx	86.04.00.05.00	Дефлектор 
П-30.900ЭР (86) изм2023.05.xlsx	00.01.01.01.36	Подшипник шариковый
П-30.900ЭР (86) изм2023.05.xlsx	68.04.02.02.00	Щит
П-30.900ЭР (86) изм2023.05.xlsx	00.02.04.05.03	Винт
П-30.900ЭР (86) изм2023.05.xlsx	86.03.10.01.00	Вал-шестерня в сборе с подшипником
П-30.900ЭР (86) изм2023.05.xlsx	86.05.00.00.00	Корпус редуктора в сборе
П-30.900ЭР (86) изм2023.05.xlsx	160.03.02.04.05	Подшипник шариковый специальный 
П-30.900ЭР (86) изм2023.05.xlsx	86.03.00.21.00	Поводок переключателя
П-30.900ЭР (86) изм2023.05.xlsx	428.03.03.07.00	Пружина скоба
П-30.900ЭР (86) изм2023.05.xlsx	86.03.07.00.00	Подшипник качающийся в сборе
П-30.900ЭР (86) изм2023.05.xlsx	86.03.07.03.00	Подшипник качающийся
П-30.900ЭР (86) изм2023.05.xlsx	00.01.02.01.19	Подшипник роликовый НК0908 
П-30.900ЭР (86) изм2023.05.xlsx	00.01.02.01.04	Подшипник роликовый HK1010 
П-30.900ЭР (86) изм2023.05.xlsx	86.03.15.01.02	Колесо зубчатое
П-30.900ЭР (86) изм2023.05.xlsx	68.03.00.25.00	Пружина
П-30.900ЭР (86) изм2023.05.xlsx	68.03.00.26.00	Опора пружины
П-30.900ЭР (86) изм2023.05.xlsx	325.04.02.01.01	Якорь с вентилятором 
П-30.900ЭР (86) изм2023.05.xlsx	00.01.01.01.25	Подшипник шариковый
П-30.900ЭР (86) изм2023.05.xlsx	734.04.02.03.01	Втулка демпфирующая
П-30.900ЭР (86) изм2023.05.xlsx	86.04.00.01.00	Диафрагма 
П-30.900ЭР (86) изм2023.05.xlsx	00.02.03.01.11	Винт саморез
П-30.900ЭР (86) изм2023.05.xlsx	325.04.01.00.00	Статор
П-30.900ЭР (86) изм2023.05.xlsx	68.04.00.02.00	Колодка клеммная
П-30.900ЭР (86) изм2023.05.xlsx	86.05.00.02.00	Корпус двигателя
П-30.900ЭР (86) изм2023.05.xlsx	68.04.00.03.00	Полукольцо-контактор
П-30.900ЭР (86) изм2023.05.xlsx	68.04.04.00.00	Обойма щеткодержателей в сборе
П-30.900ЭР (86) изм2023.05.xlsx	68.04.03.01.01	Обойма щеткодержателей
П-30.900ЭР (86) изм2023.05.xlsx	86.04.04.01.00	Щеткодержатель
П-30.900ЭР (86) изм2023.05.xlsx	68.04.03.04.00	Пружина фиксатор
П-30.900ЭР (86) изм2023.05.xlsx	68.04.03.02.00	Щетка  электрическая
П-30.900ЭР (86) изм2023.05.xlsx	68.04.03.03.00	Пружина спиральная
П-30.900ЭР (86) изм2023.05.xlsx	687.02.03.04.00	Корпус батареи с крышкой 
П-30.900ЭР (86) изм2023.05.xlsx	86.10.01.01.00	Выключатель в сборе
П-30.900ЭР (86) изм2023.05.xlsx	00.10.01.01.23	Выключатель
П-30.900ЭР (86) изм2023.05.xlsx	00.10.05.01.05	Блок конденсаторный
П-30.900ЭР (86) изм2023.05.xlsx	68.04.00.05.00	Дроссель
П-30.900ЭР (86) изм2023.05.xlsx	68.04.00.06.00	Трубка защитная шнура
П-30.900ЭР (86) изм2023.05.xlsx	86.10.02.02.01	Шнур питания с вилкой
П-30.900ЭР (86) изм2023.05.xlsx	68.04.00.04.00	Планка фиксации шнура
П-30.900ЭР (86) изм2023.05.xlsx	00.02.03.01.11	Винт саморез
П-30.900ЭР (86) изм2023.05.xlsx	86.05.00.03.00	Ручка-накладка 
П-30.900ЭР (86) изм2023.05.xlsx	00.02.03.01.46	Винт саморез
П-30.900ЭР (86) изм2023.05.xlsx	00.02.03.01.06	Винт саморез
П-30.900ЭР (86) изм2023.05.xlsx	68.02.01.00.00	Ручка боковая в сборе 
П-30.900ЭР (86) изм2023.05.xlsx	68.02.00.01.04	Хомут
П-30.900ЭР (86) изм2023.05.xlsx	68.02.01.02.00	Винт специальный
П-30.900ЭР (86) изм2023.05.xlsx	68.02.01.05.00	Винт барашковый
П-30.900ЭР (86) изм2023.05.xlsx	68.02.01.03.00	Держатель
П-30.900ЭР (86) изм2023.05.xlsx	68.02.01.04.00	Прижим
П-30.900ЭР (86) изм2023.05.xlsx	68.02.01.07.00	Ручка
П-30.900ЭР (86) изм2023.05.xlsx	68.02.00.01.00	Ограничитель глубины бурения (сверления)
П-32.1000Э (594) изм2022.09.xlsx	734.03.00.01.00	Втулка защитная
П-32.1000Э (594) изм2022.09.xlsx	594.05.00.01.00	Втулка нажимная
П-32.1000Э (594) изм2022.09.xlsx	00.02.98.01.09	Кольцо пружинное
П-32.1000Э (594) изм2022.09.xlsx	439.03.00.02.00	Кольцо
П-32.1000Э (594) изм2022.09.xlsx	00.02.10.10.00	Шарик
П-32.1000Э (594) изм2022.09.xlsx	68.03.00.04.00	Шайба специальная
П-32.1000Э (594) изм2022.09.xlsx	439.03.00.03.00	Пружина
П-32.1000Э (594) изм2022.09.xlsx	66.03.00.16.00	Шайба
П-32.1000Э (594) изм2022.09.xlsx	00.02.04.01.11	Винт M5 x 50 (внутр.шестигранник)
П-32.1000Э (594) изм2022.09.xlsx	594.03.02.01.00	Крышка передняя
П-32.1000Э (594) изм2022.09.xlsx	594.03.01.00.00	Корпус передний в сборе
П-32.1000Э (594) изм2022.09.xlsx	594.03.01.01.00	Корпус передний
П-32.1000Э (594) изм2022.09.xlsx	68.03.00.12.00	Манжета
П-32.1000Э (594) изм2022.09.xlsx	00.01.01.01.88	Подшипник шариковый 61906
П-32.1000Э (594) изм2022.09.xlsx	594.03.00.04.00	Прокладка уплотнительная
П-32.1000Э (594) изм2022.09.xlsx	439.03.02.00.00	Ствол в сборе
П-32.1000Э (594) изм2022.09.xlsx	439.03.02.01.00	Букса
П-32.1000Э (594) изм2022.09.xlsx	00.02.10.10.00	Шарик
П-32.1000Э (594) изм2022.09.xlsx	439.03.02.03.00	Кольцо резиновое
П-32.1000Э (594) изм2022.09.xlsx	439.03.03.05.00	Кольцо резиновое
П-32.1000Э (594) изм2022.09.xlsx	439.03.02.04.00	Ударник
П-32.1000Э (594) изм2022.09.xlsx	68.03.01.01.00	Кольцо запорное
П-32.1000Э (594) изм2022.09.xlsx	439.03.02.05.00	Ствол
П-32.1000Э (594) изм2022.09.xlsx	439.03.02.06.00	Втулка
П-32.1000Э (594) изм2022.09.xlsx	100.03.00.08.00	Пружина
П-32.1000Э (594) изм2022.09.xlsx	68.03.01.02.00	Шайба
П-32.1000Э (594) изм2022.09.xlsx	320.04.01.03.00	Пружина кручения
П-32.1000Э (594) изм2022.09.xlsx	439.03.02.09.00	Основание пружины
П-32.1000Э (594) изм2022.09.xlsx	439.03.02.08.00	Пружина
П-32.1000Э (594) изм2022.09.xlsx	439.03.02.11.00	Диск сцепления
П-32.1000Э (594) изм2022.09.xlsx	439.03.02.12.00	Муфта сцепления
П-32.1000Э (594) изм2022.09.xlsx	320.04.01.15.00	Кольцо пружинное
П-32.1000Э (594) изм2022.09.xlsx	439.03.03.00.00	Проммасса в сборе
П-32.1000Э (594) изм2022.09.xlsx	439.03.03.01.00	Проммасса
П-32.1000Э (594) изм2022.09.xlsx	439.03.03.02.00	Кольцо резиновое
П-32.1000Э (594) изм2022.09.xlsx	439.03.04.00.00	Поршень в сборе
П-32.1000Э (594) изм2022.09.xlsx	439.03.03.02.00	Кольцо резиновое
П-32.1000Э (594) изм2022.09.xlsx	439.03.04.02.00	Поршень
П-32.1000Э (594) изм2022.09.xlsx	439.03.04.03.00	Палец
П-32.1000Э (594) изм2022.09.xlsx	439.03.04.04.00	Шатун
П-32.1000Э (594) изм2022.09.xlsx	439.03.00.05.00	Колесо зубчатое
П-32.1000Э (594) изм2022.09.xlsx	594.12.32.00.00	Корпус редуктора в сборе
П-32.1000Э (594) изм2022.09.xlsx	439.03.05.01.00	Втулка
П-32.1000Э (594) изм2022.09.xlsx	594.12.32.01.00	Корпус редуктора
П-32.1000Э (594) изм2022.09.xlsx	439.03.05.03.00	Скоба 
П-32.1000Э (594) изм2022.09.xlsx	439.03.05.04.00	Рычаг 
П-32.1000Э (594) изм2022.09.xlsx	00.02.02.01.04	Шайба гроверная
П-32.1000Э (594) изм2022.09.xlsx	00.02.04.04.10	Винт
П-32.1000Э (594) изм2022.09.xlsx	439.03.06.00.00	Пробка для смазки
П-32.1000Э (594) изм2022.09.xlsx	328.03.00.30.00	Кольцо резиновое
П-32.1000Э (594) изм2022.09.xlsx	328.03.00.31.00	Пробка 
П-32.1000Э (594) изм2022.09.xlsx	00.02.03.01.31	Винт саморез
П-32.1000Э (594) изм2022.09.xlsx	439.03.07.00.00	Кривошип в сборе
П-32.1000Э (594) изм2022.09.xlsx	439.03.07.01.00	Кривошип
П-32.1000Э (594) изм2022.09.xlsx	439.03.07.01.01	Кривошип
П-32.1000Э (594) изм2022.09.xlsx	00.01.01.01.22	Подшипник шариковый 6203.2Z
П-32.1000Э (594) изм2022.09.xlsx	00.02.99.02.23	Кольцо стопорное
П-32.1000Э (594) изм2022.09.xlsx	00.02.99.01.03	Кольцо пружинное
П-32.1000Э (594) изм2022.09.xlsx	439.03.00.06.00	Пружина
П-32.1000Э (594) изм2022.09.xlsx	439.03.00.07.01	Полумуфта кулачковая
П-32.1000Э (594) изм2022.09.xlsx	439.03.00.07.00	Полумуфта кулачковая
П-32.1000Э (594) изм2022.09.xlsx	439.03.00.08.01	Колесо зубчатое
П-32.1000Э (594) изм2022.09.xlsx	439.03.00.08.00	Колесо зубчатое
П-32.1000Э (594) изм2022.09.xlsx	439.03.00.42.00	Шайба
П-32.1000Э (594) изм2022.09.xlsx	439.03.00.09.00	Подшипник упорный
П-32.1000Э (594) изм2022.09.xlsx	439.03.08.00.00	Колесо коническое в сборе
П-32.1000Э (594) изм2022.09.xlsx	439.03.08.01.00	Колесо коническое
П-32.1000Э (594) изм2022.09.xlsx	00.01.01.01.95	Подшипник шариковый
П-32.1000Э (594) изм2022.09.xlsx	439.03.08.02.00	Втулка дистанционная
П-32.1000Э (594) изм2022.09.xlsx	439.03.08.03.00	Колесо зубчатое
П-32.1000Э (594) изм2022.09.xlsx	439.05.01.00.00	Переключатель режимов в сборе
П-32.1000Э (594) изм2022.09.xlsx	439.05.01.01.00	Кнопка
П-32.1000Э (594) изм2022.09.xlsx	439.05.01.02.00	Пружина
П-32.1000Э (594) изм2022.09.xlsx	439.05.01.03.00	Ручка переключателя
П-32.1000Э (594) изм2022.09.xlsx	439.05.01.04.00	Кольцо резиновое
П-32.1000Э (594) изм2022.09.xlsx	320.04.01.05.00	Кольцо пружинное
П-32.1000Э (594) изм2022.09.xlsx	439.05.01.05.00	Рычаг переключения передач
П-32.1000Э (594) изм2022.09.xlsx	564.06.02.00.00.	Крышка нижняя редуктора в сборе
П-32.1000Э (594) изм2022.09.xlsx	00.01.02.01.17	Подшипник роликовый
П-32.1000Э (594) изм2022.09.xlsx	594.06.32.12.03	Крышка нижняя
П-32.1000Э (594) изм2022.09.xlsx	00.01.01.01.05	Подшипник  шариковый
П-32.1000Э (594) изм2022.09.xlsx	00.01.01.01.03	Подшипник шариковый
П-32.1000Э (594) изм2022.09.xlsx	439.04.02.00.00	Якорь в сборе
П-32.1000Э (594) изм2022.09.xlsx	734.04.02.03.01	Втулка демпфирующая
П-32.1000Э (594) изм2022.09.xlsx	594.05.00.02.00	Диафрагма
П-32.1000Э (594) изм2022.09.xlsx	00.02.04.01.08	Винт саморез
П-32.1000Э (594) изм2022.09.xlsx	439.04.01.00.00	Статор
П-32.1000Э (594) изм2022.09.xlsx	594.05.00.03.00	Корпус двигателя
П-32.1000Э (594) изм2022.09.xlsx	00.08.32.12.03	Дроссель
П-32.1000Э (594) изм2022.09.xlsx	519.08.02.03.01	Провод монтажный с клеммой
П-32.1000Э (594) изм2022.09.xlsx	519.04.03.01.00	Обойма щеткодержателя
П-32.1000Э (594) изм2022.09.xlsx	439.04.03.04.00	Щетка электрическая
П-32.1000Э (594) изм2022.09.xlsx	439.04.03.04.90	Щетка электрическая (комплект)
П-32.1000Э (594) изм2022.09.xlsx	439.04.03.03.00	Пружина щеткодержателя
П-32.1000Э (594) изм2022.09.xlsx	00.02.03.01.02	Винт саморез
П-32.1000Э (594) изм2022.09.xlsx	594.05.00.04.00	Крышка корпус двигателя
П-32.1000Э (594) изм2022.09.xlsx	00.02.03.01.11	Винт саморез
П-32.1000Э (594) изм2022.09.xlsx	594.06.32.15.02	Корпус-накладка редуктора
П-32.1000Э (594) изм2022.09.xlsx	594.05.00.07.00	Втулка пылезащитная
П-32.1000Э (594) изм2022.09.xlsx	439.03.02.14.00	Пружина цилиндрическая
П-32.1000Э (594) изм2022.09.xlsx	439.05.00.06.00	Шайба
П-32.1000Э (594) изм2022.09.xlsx	594.05.00.13.00	Гофра 
П-32.1000Э (594) изм2022.09.xlsx	439.05.00.09.00	Шайба
П-32.1000Э (594) изм2022.09.xlsx	00.02.04.01.14	Винт M5X12
П-32.1000Э (594) изм2022.09.xlsx	594.05.00.12.00	Ручка-накладка
П-32.1000Э (594) изм2022.09.xlsx	00.10.07.01.22	Регулятор скорости
П-32.1000Э (594) изм2022.09.xlsx	00.10.01.04.42	Выключатель
П-32.1000Э (594) изм2022.09.xlsx	519.08.02.02.00	Конденсатор
П-32.1000Э (594) изм2022.09.xlsx	68.04.00.04.00	Планка фиксации шнура
П-32.1000Э (594) изм2022.09.xlsx	00.10.02.02.01	Шнур питания с вилкой
П-32.1000Э (594) изм2022.09.xlsx	68.04.00.06.00	Трубка защитная шнура
П-32.1000Э (594) изм2022.09.xlsx	00.02.04.04.20	Болт 
П-32.1000Э (594) изм2022.09.xlsx	68.02.01.00.00	Ручка боковая в сборе
П-32.1000Э (594) изм2022.09.xlsx	439.02.01.01.00	Хомут
П-32.1000Э (594) изм2022.09.xlsx	734.02.01.02.00	Болт специальный
П-32.1000Э (594) изм2022.09.xlsx	68.02.01.05.00	Винт барашковый
П-32.1000Э (594) изм2022.09.xlsx	68.02.01.03.00	"Держатель ручки
"
П-32.1000Э (594) изм2022.09.xlsx	68.02.01.04.00	Прижим
П-32.1000Э (594) изм2022.09.xlsx	439.02.01.03.00	Ручка
П-32.1000Э (594) изм2022.09.xlsx	00.02.01.01.08	Гайка М8х1
П-32.1000Э (594) изм2022.09.xlsx	439.02.01.04.00	Ограничитель глубины бурения (сверления)
П-32.1000Э (594) изм2022.09.xlsx	594.03.00.05.00	Прокладка уплотнительная
